norwegian,english
patrulja,patrol
lokalavisen,the local newspaper
oppløser,dissolves
grafisk,graphically
inhuman,inhuman
tryllekunster,magic arts
huxley,huxley
ildfluer,fireflies
medgiften,the dowry
slukta,swallowed
administrativ,administrative
denzel,Denzel
pølsevev,sausage tissue
slue,sly
petit,petit
vegetarisk,vegetarian
skorpe,crust
erdogan,Erdogan
presidentsuiten,the presidential suite
ramzan,ramzan
kapteinene,the captains
stonehill,stonehill
howland,howland
trafficking,trafficking
hevelse,swelling
kopiering,copying
left,left
franken,the franc
eduard,Edward
krigsministeriet,Ministry of War
avfeide,dismiss
zé,ze
utvetydig,unequivocally
protese,prosthesis
biltyv,car thief
nermin,Nermin
bulgarsk,Bulgarian
nettsider,websites
innfridd,fulfilled
klostret,the monastery
kommunestyret,the municipal council
provence,Provence
jellystone,jellystone
smilehull,dimples
julesanger,carols
klosset,awkward
argent,argent
lula,lol
aktors,prosecutor
limited,limited
betente,inflamed
odyssevs,odysseus
forgå,pass away
agneta,the bait
kameratskap,camaraderie
bend,bend
selvsikkerhet,assertiveness
kommunistpartiet,the communist party
stedatter,stepdaughter
loving,promising
lagkamerat,teammate
glemsk,forgetful
flid,diligence
ebola,Ebola
skeivt,weird
robban,robbery
turt,luck
offentlighetens,of the public
bakverk,pastries
spiserøret,the esophagus
dank,thanks
chinkin,chinkin
nulltoleranse,zero tolerance
katia,Katia
termostaten,the thermostat
macchiato,macchiato
stjalet,stole
finfint,fine
beredskapstroppen,emergency squad
ryster,shaking
orgelet,the organ
overskrider,exceeds
overlistet,outwitted
maker,maker
yre,bladder
sysselsatt,employed
flenge,tear
goat,goat
homerun,home run
nudlene,the noodles
something,something
marce,Marc
uberegnelige,erratic
stevner,conventions
magemuskler,abdominal muscles
hovent,swollen
fen,nice
russernes,of the Russians
colvin,colvin
mistror,mistrust
fyrt,fired
machin,machin
gjentjeneste,return service
flynns,Flynn's
wanyan,wanyan
prøvet,tried
motorsagen,the chainsaw
sprunget,sprung
chipsen,the chips
brunsjen,the brunch
fâr,father
marsellus,Marcellus
victorias,victoria's
økonom,economist
magert,lean
pekefingeren,index finger
strippeklubber,strip clubs
hose,hose
desserter,desserts
konstruere,construct
imma,imma
olympic,olympic
løpesedler,flyers
coliseum,coliseum
tupé,toupee
fysj,phys
burr,burr
utveier,way out
stjernenes,of the stars
stjålen,the theft
helbrederen,the healer
bakepulver,baking powder
vinsmaking,wine tasting
georgi,george
parris,parsley
feilplassert,misplaced
kommunens,the municipality's
brennbart,flammable
ehren,the honor
kroppsspråk,body language
gjestgiveriet,the guesthouse
espeto,espeto
maitland,Maitland
skillet,the divide
forekommet,occurred
tetthet,density
jarek,year
forsvunnede,disappeared
enkeit,widowed
azul,azul
manges,many's
dott,dot
vøre,be
vesentlige,significant
geller,gels
artene,the species
speilegg,mirror egg
forekom,occurred
transportmiddel,means of transport
botwin,botwin
ventiler,valves
mifflin,mifflin
kia,Kia
brusk,cartilage
avsatsen,the ledge
småpiker,little girls
clement,clement
korsett,corset
kroppstemperatur,body temperature
stresskoffert,stress case
al-qaeda,al-qaeda
turban,turban
tilintetgjørelsen,the annihilation
slurver,sloppy
sumatra,sumatra
dynamiske,dynamic
cruiset,the cruise
lassen,the load
gassmasker,gas masks
cowboyhatt,cowboy hat
detektivbyrå,detective agency
litteraturen,the literature
kortslutter,short circuits
innkassere,collect
akkord,chord
dagligdags,everyday
påskynde,accelerate
erobreren,the conqueror
herning,herring
rink,rink
forutsigelig,predictable
copycat,copycat
dokumenterte,documented
marston,marston
boulder,boulders
nødutgangen,the emergency exit
illsint,angry
heads,heads
hedersmann,man of honor
materien,the matter
vivek,vivek
strateg,strategist
tidvis,occasionally
familieanliggende,family matter
støttespiller,supporting player
fasiliteter,facilities
alkoholisert,alcoholic
bedragersk,deceitful
xu,xu
eberlin,eberlin
fbi-agenten,the fbi agent
sensur,censorship
utstoppede,stuffed
ayres,ayres
sheriffer,sheriffs
crossing,crossing
bopel,residence
spro,spr
sadistiske,sadistic
bjelkene,the beams
fortuna,fortune
fredskorpset,the peace corps
bevegelig,movable
pollock,pollock
goodbye,goodbye
arbeiderpartiet,the labor party
hodeskaller,skulls
annethvert,everywhere else
delta-xray-delta,delta-xray-delta
tink,tink
ustø,unstable
rettsmedisinerens,the coroner's
ubalansert,unbalanced
gianni,Gianni
signaliser,signal
sektorer,sectors
mime,mime
heksens,the witch's
greggs,greg's
stengene,the rods
kvinna,woman
gasspedalen,the gas pedal
tildele,assign
ektemake,spouse
pidestall,pedestal
strode,strode
peking,pointing
vredens,of wrath
vaginaer,vaginas
penetrering,penetration
brenning,burning
stanzler,stencils
sågar,even
net,network
nøk,enough
rei,ride
samlinger,collections
klamret,clinging
ferskener,peaches
pliktfølelse,sense of duty
ryddegutt,cleaning boy
geologi,geology
muay,muay
fasten,the fast
relativ,relative
avholdenhet,abstinence
oppstanden,the uprising
stilner,quiets down
blusset,flared up
hakan,the chin
melker,milk
narkohaiene,the drug sharks
menneskebarn,human child
soperen,the sweeper
benåder,pardons
dødsbo,estate
usivilisert,uncivilized
kaltes,was called
urtete,herbal tea
luck,luck
wolfie,wolfie
blazer,blazer
språkbruk,language use
beam,beams
colville,colville
toppløse,topless
spottekråken,the mocking crow
residensen,the residence
annullering,cancellation
legekontoret,doctor's office
kumøkk,cow dung
homoer,gays
lillemor,little mother
sophies,sophies
kardinaler,cardinals
mahler,mahler
madrassene,the mattresses
fortsettelsen,the continuation
gjenvinner,recycles
nyresvikt,kidney failure
leende,laughing
gjenoppliver,revives
anrope,call
audi,audi
sekretærene,the secretaries
malmen,the ore
mosley,mosley
bursdagsgaven,the birthday present
endestasjon,terminus
frigjøres,be released
alkoholproblem,alcohol problem
suspensjon,suspension
bussbillett,bus ticket
verdensberømte,world famous
nokkelen,the key
slapt,limp
sjelløse,soulless
innrømt,granted
oppvartet,waited
americano,americano
metallisk,metallic
kaffebaren,the coffee shop
bitterheten,the bitterness
fullvoksen,fully grown
outsider,outsider
klaustrofobisk,claustrophobic
eyre,penny
kaotiske,chaotic
strømpen,the stocking
sumpene,the swamps
generatorer,generators
visitere,visit
sakspapirene,the case papers
mya,mya
chao,bye
kjøttbollene,the meatballs
forstårjeg,I understand
pugger,pugs
did,there
nasjonaldagen,national day
laertes,learned
kredittverdighet,creditworthiness
søkkrik,sink rich
mcciane,mcciane
rohde,rohde
konjakken,the brandy
anarkist,anarchist
bøttene,the buckets
florian,Florian
joggeskoene,the sneakers
ottawa,ottawa
nyttet,the benefit
dynga,the heap
nadal,Nadal
funksjonell,functional
angripere,attackers
mittens,mittens
veyron,veyron
motorsyklene,the motorcycles
sekspakning,six pack
postbud,postman
langtrekkende,far-reaching
karameller,caramels
kaiya,Kaiya
hårfin,hair fine
fornedre,degrade
nodt,nod
bingham,bingham
spak,lever
fransisco,Francisco
skaé,damn
aktivister,activists
uhygienisk,unhygienic
løypa,the track
formørkelsen,the eclipse
sneik,sneak
aktre,stern
helgenene,the saints
raringen,the weirdo
merkelapper,labels
finney,finney
cruiseskip,cruise ship
horisont,horizon
heteroseksuelle,heterosexual
uzi,uzi
optimismen,the optimism
gatekjøkken,fast food
caseys,casey's
anmeldelsene,the reviews
skjeller,scolds
federico,Federico
aviva,aviva
beiter,pastures
romslig,roomy
gjeldsbrevet,the promissory note
jernvarehandelen,the hardware store
witch,witch
alices,alice
skikkelser,figures
laddie,laddie
quad,quad
veve,weave
beskrivelser,descriptions
lasta,load
astoria,astoria
fraråde,advise against
posey,posey
oppveie,offset
ingvild,ingwild
kronens,of the crown
lando,lando
destry,destroy
geraldo,gerald
tilbakeholdt,withheld
meningsmålinger,opinion polls
yndlingsretten,favorite dish
nome,nome
stoppa,stop
guvernører,governors
endestasjonen,the terminus
oppklarte,clarified
iq-en,the iq
forelderen,the parent
yo-yo,yo-yo
tullpratet,nonsense
sikes,it is said
legionene,the legions
førsteklasse,first class
doktorene,the doctors
children,children
pictures,pictures
grisk,stingy
mare,mare
douche,shower
hvisjeg,if I
huleboer,cave dweller
utrustning,equipment
vårens,spring's
salino,salina
rutefly,scheduled flight
ropene,the cries
siler,sieves
glippe,miss
sykdommene,the diseases
forsvars,defence
gomorra,gomorrah
veldedige,charitable
importere,import
omer,omer
huss,house
grozin,grosin
bath,bath
proft,prof
thadeous,thadeous
grainger,grains
xiangyang,xiangyang
woodruff,woodruff
kampanjer,campaigns
tungene,the tongues
ahmadi,ahmadi
snørrunger,shoelaces
skiene,the skis
beatdown,beatdown
reata,reata
bagateller,trifles
hane-george,rooster george
maskinrom,engine room
untatt,excepted
chat,chat
blinder,blinds
jean-claude,jean-claude
ulveflokk,wolf pack
melkeveien,the milky way
dvd-tekst,dvd text
varney,varney
kaffekoppen,the coffee cup
arbeidsgruppen,the working group
dada,dad
think,think
messinger,brasses
responsen,the response
jellicles,jellicles
forvrenger,distorts
bilbombe,car bomb
strålene,the rays
feteste,fattest
gliser,grins
drammen,the drama
kjøkkenbenken,the kitchen counter
sikkerhetsgrunner,security reasons
gilcrest,gilcrest
taurus,Taurus
menneskeskapt,man-made
felespiller,fiddle player
gjennomsiktige,transparent
dewayne,dewayne
mumien,the mummy
skrujern,screwdriver
floki,flounder
ugudelig,ungodly
mobildekning,mobile phone coverage
bernhard,Bernard
dima,fog
rummy,rummy
proffen,the pro
gruppeterapi,group therapy
jordbærene,the strawberries
doven,lazy
undergrunnsbanen,the subway
borneo,borneo
mytteriet,the mutiny
bananen,the banana
betalinger,payments
massimo,Massimo
ukrainsk,Ukrainian
hjemplanet,the home planet
kildevellet,the source well
masja,masha
plomme,plum
cornish,cornish
turbulensen,the turbulence
innhegning,enclosure
eep,eep
decepticon,decepticon
allvitende,omniscient
minor,minor
akuttmottaket,the emergency department
carpe,carpe
standhaftig,steadfast
juniors,juniors
penthouse,Penthouse
sømmene,the seams
tryllekunstnere,magicians
kjernekar,nuclear vessel
belden,the belt
inntak,intake
witwicky,witwicky
skreppa,skrepa
sognet,the parish
seansen,the session
sweetums,sweetums
weather,weather
trash,trash
dokumentarfilm,documentary film
arbeidernes,of the workers
fattigere,poorer
dagligstuen,the living room
snillhet,kindness
forstørrelsesglass,magnifying glass
frankensteins,frankenstein's
coolidge,coolidge
generalforsamlingen,the general assembly
analfabet,illiterate
planlegges,be planned
tej,tej
rumpetroll,tadpole
galla,gala
tørne,thorn
skyskraper,skyscraper
barndomshjemmet,childhood home
ready,ready
serviettene,the napkins
husken,the swing
pirrende,tantalizing
-tallet,- the number
kantret,capsized
kiærne,the kiärne
always,always
fundamentalt,fundamentally
trommevirvel,drum roll
kanadiere,Canadians
fortrengt,displaced
lokalisering,localization
centre,center
pakkis,pack ice
minoritet,minority
seti,set
uteble,failed to appear
sheinkman,sheinkman
wikus,wikus
kåringen,the selection
astrofysiker,astrophysicist
bodhi,bodhi
ambulansefolkene,the ambulance people
angeles-politiet,angeles police
noensteds,somewhere
trio,trio
betjener,serves
sidespor,side track
tilnavnet,the nickname
harrisons,harrison's
hanaki,hanaki
tanga,thong
fioler,violets
storkaren,the big guy
filosofen,the philosopher
olé,oil
nordmann,Norwegian
brystvorten,the nipple
havnesjefen,the harbor master
blyet,the lead
césar,Caesar
slemmere,meaner
lill,little
djerve,bold
skinnhellig,holy shit
shirin,sweet
sjahen,the shah
calais,Calais
svartnet,black net
vektene,the weights
tomatsaus,tomato sauce
bekymrede,concerned
paraplyer,umbrellas
naturkatastrofe,natural disaster
bonuser,bonuses
pøser,pooches
greinene,the branches
glidd,slipped
bestiger,ascends
putin,Putin
oversvømmes,flooded
skjelvinger,tremors
yoghurten,the yogurt
fotografene,the photographers
knutene,the knots
adrien,adrien
sveise,welding
speckles,speckles
suzuki,suzuki
krogshøj,krogshøj
rassen,the breed
mohamad,mohamad
howdy,howdy
jaffe,yup
kjølerommet,the cold room
rape,burp
stargate,stargate
elea,elea
cream,cream
tsjetsjenske,Chechen
trekkstrålen,the draft beam
jasmin,jasmine
selvrespekten,self-respect
belson,belson
humanitær,humanitarian
søsterskap,sisterhood
hustrus,wife
petterson,Peterson
glitch,glitch
randalls,randall's
letterman,letterman
tuarach,Tuarach
lutan,the lute
paranormal,paranormal
vanviddet,the madness
zardoz,zardoz
hvitingen,the whiting
hastigheter,speeds
gjører,does
tydligvis,apparently
yrker,occupations
griskhet,avarice
nabolagets,the neighborhood's
bangs,bangs
mottat,received
luksuriøse,luxurious
mimosa,mimosa
panservogner,armored vehicles
tørn,thorn
door,door
sortert,sorted
crunch,crunch
tungtvann,heavy water
fremdrift,progress
hvorpå,whereupon
shining,shining
unnlate,omit
solsikke,sunflower
soldatenes,the soldiers'
canton,canton
blokade,blockade
intervjues,are interviewed
daile,dail
fiendskap,enmity
sendebudet,the messenger
since,since
luremus,trick mouse
pirk,prick
encino,encino
gudfryktige,God-fearing
annullere,cancel
fucker,fuck
kvinneklær,women's clothing
sund,sound
fartsbot,speeding ticket
shah,shah
duggan,the dew
tulip,tulip
atmosfæriske,atmospheric
privatperson,private person
keystone,keystone
stønnet,moaned
forhandlingen,the negotiation
delfinen,the dolphin
kompetente,competent
søndagene,the sundays
klapperslanger,rattlesnakes
leh,lol
tassen,the mug
pikachu,pikachu
carries,carries
gjenoppbyggingen,the reconstruction
lobbyvirksomhet,lobbying
sangfugl,songbird
fysiologi,physiology
attica,attica
slavich,Slavic
cactus,cacti
torino,Turin
farvell,goodbye
kanadierne,the Canadians
theta,theta
julingen,the beating
flopp,flop
anspente,tense
oppblåsbar,inflatable
werstingvold,wersting violence
julegaven,Christmas present
glemsel,oblivion
absint,absinthe
bighorn,bighorn
fornedret,degraded
spaet,the spa
sømmen,the seam
tannpasta,toothpaste
sommerskole,summer school
muskuløse,muscular
mogge,mogge
ordrenekt,order refusal
referansene,the references
wal-mart,wal-mart
mammagutt,mama's boy
pavlovich,pavlovich
navorski,Navorski
huke,crouch
arbeidsledige,unemployed
cod,cod
mørkest,darkest
avin,wine
idolet,the idol
capitan,captain
prefekten,the prefect
selvfølelsen,self-esteem
gavebutikken,the gift shop
massegrav,mass grave
gokk,gok
f1,f1
reservoaret,the reservoir
ørepropper,ear plugs
tordenen,the thunder
tidsskrift,journal
shogunen,the shogun
bisbee,bisbee
aere,honor
degenerert,degenerate
sms-et,the sms
pustevansker,breathing difficulties
uåpnet,unopened
bronn,well
maskoten,the mascot
dechiffrere,decipher
mormoren,the grandmother
